,variety
67669,Red Blend
63602,Red Blend
113781,Sparkling Blend
97744,Red Blend
79240,Chardonnay
104286,Pinot Noir
82652,Pinot Noir
19694,Cabernet Sauvignon
125985,Pinot Noir
4158,Pinot Noir
40105,Nero d'Avola
22131,Roussanne
92619,Syrah
97013,Pinot Blanc
62161,Chardonnay
122246,Riesling
35065,Chardonnay
65106,Bordeaux-style Red Blend
33319,Cabernet Franc
109105,Portuguese White
36365,Pinot Noir
82170,Pinot Noir
116871,"Corvina, Rondinella, Molinara"
86896,Chardonnay
60879,Viognier
51846,Sangiovese
38986,Cabernet Sauvignon
103727,Sauvignon Blanc
76061,Gamay
104006,White Blend
72533,Malbec
54396,"Corvina, Rondinella, Molinara"
109839,Cabernet Sauvignon
64918,Riesling
21030,Bordeaux-style Red Blend
99977,Merlot
127226,Portuguese Red
117028,Riesling
16191,Rosé
13813,Sauvignon Blanc
52524,Tempranillo
117279,Chardonnay
43433,Bordeaux-style Red Blend
64230,Red Blend
67300,Red Blend
35156,Pinot Noir
102209,Moscato
24849,Red Blend
24570,Pinot Noir
94765,Champagne Blend
25601,Touriga Nacional
69814,Torrontés
39940,Chardonnay
107202,Nebbiolo
47071,Chardonnay
91826,Merlot
78363,Riesling
86139,Grüner Veltliner
126291,Pinot Noir
52905,Pinot Noir
12607,Gamay
43276,Chardonnay
23200,Pinot Noir
39655,Pinot Noir
87944,Sauvignon Blanc
72491,Pinot Grigio
96674,Bordeaux-style Red Blend
84719,Sangiovese
4528,Cabernet Sauvignon-Merlot
46128,Bordeaux-style Red Blend
90045,Riesling
107169,Garnacha
111284,Cabernet Franc
127161,Pinot Noir
107497,Barbera
32851,Riesling
20496,Sauvignon Blanc
76398,Syrah
51065,Sangiovese
114076,Syrah
36217,Champagne Blend
59413,Chardonnay
85372,Zinfandel
54327,Pinot Noir
15897,Pinot Noir
14670,G-S-M
25666,Zinfandel
4390,Chardonnay
75328,Portuguese Red
6463,"Corvina, Rondinella, Molinara"
26127,Merlot
104052,Sémillon
119447,Chardonnay
25469,Pinot Grigio
126209,Bordeaux-style Red Blend
25833,Cabernet Sauvignon
115080,Bordeaux-style Red Blend
123550,"Corvina, Rondinella, Molinara"
18439,Red Blend
68626,Chardonnay
110085,Cabernet Sauvignon
91862,Verdicchio
60357,Pinot Noir
67611,White Blend
15481,Bordeaux-style Red Blend
80550,Cabernet Sauvignon
15491,Chardonnay
31791,Zinfandel
29714,Zinfandel
34843,Portuguese Red
8796,Pinot Noir
7566,Bordeaux-style Red Blend
93152,Red Blend
100546,Chardonnay
71533,Bordeaux-style Red Blend
11233,Cabernet Franc
16810,Sangiovese
74346,Garnacha
38990,Cabernet Sauvignon
46283,Red Blend
76415,Chardonnay
43637,Malbec
102731,Grenache
19101,Sauvignon Blanc
57204,Pinot Noir
23070,Bordeaux-style Red Blend
96292,Pinot Noir
80129,Grenache
7859,Champagne Blend
56890,Zinfandel
98410,Grüner Veltliner
80391,Bonarda
84044,Pinotage
41990,Glera
16851,Pinot Noir
90510,Red Blend
86983,White Blend
113932,Gewürztraminer
123532,Chardonnay
10907,Primitivo
25913,Malbec
54874,Mencía
75536,Champagne Blend
7890,Red Blend
65476,Red Blend
104942,White Blend
122471,Port
115262,Cabernet Sauvignon
125345,Riesling
18253,Nebbiolo
121997,White Blend
105019,Pinot Noir
125227,Pinot Blanc
68784,Pinot Noir
89426,Tempranillo Blend
24854,Red Blend
63717,Red Blend
15974,Pinot Noir
63305,Red Blend
23213,Cabernet Sauvignon
38380,Sangiovese
98258,Riesling
88086,Portuguese Red
75873,Portuguese Red
45882,White Blend
91992,Viognier
50392,Riesling
80701,Grüner Veltliner
362,Cabernet Sauvignon
32159,Bordeaux-style Red Blend
107992,Bordeaux-style Red Blend
38507,Sangiovese
34972,Chardonnay
107769,Red Blend
49174,Chardonnay
9266,Merlot
43256,Rosé
59668,Albariño
98538,Cabernet Sauvignon
10198,Sparkling Blend
5403,Cabernet Sauvignon
22056,Portuguese White
114305,Pinot Noir
88196,Chardonnay
89698,Red Blend
122373,Petite Sirah
20006,Portuguese Red
127821,Pinot Noir
19663,Pinot Noir
97241,Pinot Noir
68698,Chardonnay
100803,Chardonnay
16236,Cabernet Franc
93868,Pinot Blanc
14881,Petite Sirah
116211,Riesling
19958,Chardonnay
61125,Alvarinho
116071,Turbiana
88937,Pinot Noir
12307,Sparkling Blend
85522,Bordeaux-style Red Blend
59815,Cabernet Sauvignon
64819,Portuguese Red
42390,Pinot Noir
124725,Riesling
72574,Pinot Noir
42885,Chardonnay
28370,Grüner Veltliner
127699,Chardonnay
3797,Red Blend
15592,Bordeaux-style Red Blend
36625,Tinta de Toro
961,Bordeaux-style Red Blend
34593,Pinot Noir
29021,Petit Verdot
72761,Pinot Noir
119109,Riesling
33505,Rosé
32419,Pinot Grigio
20995,White Blend
51688,Red Blend
77322,Shiraz
109088,Chardonnay
114339,Sauvignon Blanc
49607,Malbec
13230,Merlot
106096,Riesling
22747,Riesling
83371,Cabernet Sauvignon
34101,Tinta de Toro
128690,Red Blend
76381,Zinfandel
30002,Cabernet Sauvignon
82954,Carmenère
12586,Chardonnay
99305,Riesling
74577,Riesling
45616,Red Blend
30088,Bordeaux-style White Blend
129050,Cabernet Sauvignon
14450,Pinot Noir
53564,Syrah
28590,Merlot
10319,Bordeaux-style Red Blend
62249,Petite Sirah
75004,Red Blend
39663,Syrah
117114,Chardonnay
46373,Syrah
123562,Red Blend
24008,Riesling
20292,Sauvignon Blanc
37235,Bordeaux-style Red Blend
78057,Cabernet Sauvignon
110789,Red Blend
64386,Rhône-style Red Blend
41038,Pinot Noir
4038,Cabernet Franc
86751,Chardonnay
94297,Pinot Noir
72752,Pinot Noir
86740,Tempranillo
95632,White Blend
91271,Prosecco
17489,Chardonnay
101223,Sparkling Blend
24326,Chardonnay
63787,Pinot Noir
9173,Syrah
117216,Malbec
107960,Bordeaux-style Red Blend
111207,Sauvignon Blanc
41840,Syrah
106792,Pinot Noir
71910,Pinot Noir
45805,Chardonnay
42554,Petit Verdot
67518,Red Blend
95622,Grüner Veltliner
77449,Bordeaux-style Red Blend
40602,Syrah
26392,Pinot Noir
83668,Merlot
24577,Cabernet Sauvignon
129584,Sangiovese
82123,Chardonnay
123623,Port
55318,Merlot
6366,Chardonnay
54859,Cabernet Sauvignon
38746,Cabernet Sauvignon
64072,Cabernet Sauvignon
28559,Cabernet Sauvignon
69554,Cabernet Franc
112229,Rosé
58182,Pinot Noir
118115,Pinot Noir
29888,Bordeaux-style Red Blend
17551,Sauvignon Blanc
77704,Cabernet Franc
98733,Sauvignon Blanc
122402,Pinot Noir
30314,Red Blend
26781,Bordeaux-style Red Blend
4428,Nebbiolo
64484,Red Blend
83831,Champagne Blend
31757,Verdicchio
31008,Glera
120929,Zinfandel
65779,Pinot Noir
129935,Syrah
40381,Chardonnay
14242,Bordeaux-style White Blend
73611,Pinot Noir
102367,Malbec
118596,Cabernet Sauvignon-Merlot
21804,Vermentino
67180,Cabernet Sauvignon
43220,Portuguese Red
54732,Port
25364,Malbec
69176,Tinta de Toro
92753,Malbec
17090,Pinot Noir
80437,Chardonnay
106715,Sparkling Blend
38139,Portuguese Red
38197,Champagne Blend
101150,Zinfandel
46535,Sparkling Blend
38762,Tinta de Toro
109134,Malbec
90499,Red Blend
22594,Grillo
31233,Garganega
124672,Champagne Blend
74212,Petite Sirah
117563,Red Blend
62921,Zinfandel
8984,Pinot Noir
71497,Cabernet Sauvignon
46870,Champagne Blend
96812,Pinot Noir
13737,Malbec
81474,Gamay
29727,Grenache
10743,Merlot
123184,Pinot Noir
117192,Pinot Noir
2872,Garganega
79269,Bordeaux-style Red Blend
99474,Gamay
41838,Chenin Blanc
20122,Pinot Gris
49944,Red Blend
75006,Pinot Blanc
21652,Sauvignon
27149,Malbec
53135,Nebbiolo
68544,Tempranillo
33309,Tempranillo
38629,Sparkling Blend
93187,Cabernet Franc
14717,Pinot Noir
28756,Grüner Veltliner
46561,Portuguese White
57789,Sauvignon Blanc
121337,Pinot Noir
42474,Pinot Noir
28514,Grüner Veltliner
97914,Cabernet Sauvignon
114688,Malbec
58188,Pinot Noir
118057,Syrah
85732,Pinot Noir
82226,Cabernet Sauvignon
61241,Red Blend
94833,Bordeaux-style Red Blend
54786,Syrah
20341,Zweigelt
72523,Rhône-style Red Blend
44180,Malbec
67697,Bordeaux-style Red Blend
70334,Pinot Noir
25263,Monastrell
119925,Pinot Noir
123811,Port
32694,Red Blend
81632,Cabernet Sauvignon
102238,Pinot Noir
84782,Red Blend
116819,Rosé
61734,Portuguese White
81313,Portuguese Red
4869,Sparkling Blend
36548,Rosé
45606,Carmenère
118903,Red Blend
37003,Pinot Noir
59712,Red Blend
128571,Rosé
122293,Chardonnay
37834,Nebbiolo
126237,Red Blend
29893,Grüner Veltliner
22115,Bordeaux-style Red Blend
55162,Sangiovese
97140,Chardonnay
11166,Malbec
94643,Sauvignon Blanc
128169,Merlot
27942,Zinfandel
87680,Portuguese White
92400,Cabernet Sauvignon
82937,Portuguese White
124425,Riesling
123273,Chardonnay
81925,Riesling
42719,Rhône-style White Blend
10139,Red Blend
121498,Pinot Noir
4620,Pinot Noir
67498,Sauvignon Blanc
48780,Bordeaux-style Red Blend
85635,Red Blend
96151,Shiraz
78995,Sauvignon Blanc
106842,Pinot Noir
93880,Tempranillo
33004,Malbec
37334,Chardonnay
109280,Riesling
22839,Red Blend
44200,Pinot Noir
87053,Sparkling Blend
103532,Red Blend
42976,Chardonnay
18326,Cabernet Sauvignon
82788,Red Blend
126726,Cabernet Sauvignon
18202,Port
100325,Syrah
18856,Merlot
23933,Merlot
67637,Pinot Noir
97872,Sangiovese
1540,Red Blend
75671,Chardonnay
114553,White Blend
103391,Merlot
56550,Riesling
51457,Bordeaux-style Red Blend
7587,Bordeaux-style Red Blend
85892,Cabernet Sauvignon
117016,Chardonnay
97694,Tempranillo
66413,Chardonnay
21146,Cabernet Sauvignon
5417,Nebbiolo
76089,Cabernet Sauvignon
89950,Riesling
89697,Sangiovese
88318,Pinot Noir
56245,Portuguese Red
80,Carmenère
93779,Grüner Veltliner
58287,Carmenère
57423,Red Blend
126415,Chardonnay
22717,"Corvina, Rondinella, Molinara"
48512,Pinot Noir
111463,Tinta de Toro
33788,Pinot Noir
8507,Tempranillo Blend
110961,Red Blend
75845,Chardonnay
117389,Chardonnay
9937,Riesling
101556,Chardonnay
108564,Red Blend
43065,Shiraz
35526,Sparkling Blend
2147,Montepulciano
80247,Rosé
127765,Sangiovese Grosso
125989,Riesling
44009,Malbec
40076,Barbera
70890,Red Blend
33545,Tempranillo
107037,Cabernet Sauvignon
30860,Sangiovese
4266,Bordeaux-style Red Blend
44554,Sparkling Blend
111864,Cabernet Sauvignon
74261,Zinfandel
15314,Chardonnay
92649,Red Blend
124355,Zinfandel
23064,Portuguese Red
128057,Riesling
45998,Bordeaux-style White Blend
40050,Rosé
40758,Merlot
4824,Petite Sirah
107227,Carmenère
98197,Bordeaux-style Red Blend
45147,Shiraz
13081,Rhône-style White Blend
102478,Sauvignon Blanc
39173,Tempranillo
90771,Syrah
107938,Red Blend
62162,Red Blend
46780,Chardonnay
33855,White Blend
7213,Nebbiolo
31663,Vermentino
96638,Zinfandel
28728,Red Blend
75314,Pinot Noir
39641,Cabernet Sauvignon
80138,Grüner Veltliner
104861,Nebbiolo
66218,Cabernet Sauvignon
128150,Pinot Noir
65370,Cabernet Sauvignon
21467,Sauvignon Blanc
96099,Red Blend
15264,Riesling
90350,Zinfandel
61072,Merlot
121754,Sauvignon Blanc
98797,Pinot Noir
52535,Portuguese Red
52853,Chardonnay
85999,Cabernet Sauvignon
93870,Syrah
12854,Grenache
76254,Red Blend
41486,Chardonnay
49990,Chardonnay
23465,Pinot Noir
37984,Champagne Blend
107192,Garnacha
936,Chardonnay
39973,Tempranillo Blend
7691,Red Blend
28546,Pinot Blanc
40085,Sauvignon Blanc
120213,Pinot Noir
123555,Cabernet Sauvignon
63308,Rosé
64534,Alvarinho
95818,Torrontés
67278,Rhône-style Red Blend
35231,Rhône-style White Blend
39899,Sauvignon Blanc
68789,Red Blend
23401,Chardonnay
87016,Cabernet Sauvignon
22075,Red Blend
118988,Syrah
78371,Cabernet Sauvignon
24421,Pinot Gris
72934,Cabernet Sauvignon
33483,Riesling
69787,Malbec
2413,Bordeaux-style White Blend
72673,Chenin Blanc
40850,Red Blend
107278,Chardonnay
17661,Cabernet Sauvignon
97107,Bordeaux-style Red Blend
70776,Bordeaux-style Red Blend
13833,Pinot Noir
16303,Syrah
114367,Zweigelt
120883,Pinot Noir
72737,Chardonnay
103636,Grenache Blanc
4970,Sauvignon Blanc
77958,Albariño
62758,Nebbiolo
64096,Sauvignon Blanc
8627,Alvarinho
54553,Bordeaux-style Red Blend
89974,Sparkling Blend
114185,Chardonnay
32347,Garnacha
124226,Rhône-style Red Blend
102287,Bordeaux-style Red Blend
108966,Cabernet Franc
62183,Bordeaux-style Red Blend
3889,Sauvignon Blanc
36399,Garnacha
118225,Riesling
80942,Chardonnay
124893,Pinot Noir
2965,Cabernet Sauvignon
126217,Grillo
106180,Chardonnay
29826,Sauvignon Blanc
98157,Tempranillo
43001,Red Blend
7701,Cabernet Sauvignon
27068,Rhône-style Red Blend
89036,Syrah
43697,Sangiovese Grosso
104230,White Blend
5511,Sangiovese
33554,Pinot Noir
117900,Sauvignon Blanc
68122,Chardonnay
40382,Chardonnay
3537,Bordeaux-style Red Blend
110602,Chardonnay
80088,Portuguese Red
56822,Nebbiolo
73475,Chardonnay
110935,Riesling
66308,Chardonnay
77353,Cabernet Sauvignon
34258,Riesling
45257,Rhône-style White Blend
104909,Pinot Noir
120792,Bordeaux-style Red Blend
98259,Riesling
123387,Pinot Noir
113158,Cabernet Sauvignon
11232,Mourvèdre
120066,Pinot Noir
20628,Chardonnay
46309,Pinot Noir
64807,Cabernet Sauvignon
15983,Red Blend
95995,Red Blend
9280,Syrah
76126,Cabernet Sauvignon
91531,Syrah
95806,Red Blend
112842,Nero d'Avola
48660,Pinot Noir
20226,Merlot
12873,Chardonnay
93316,Red Blend
36363,Portuguese White
35059,Pinot Noir
48096,Touriga Nacional
21155,Sauvignon Blanc
118224,Nebbiolo
23617,Cabernet Sauvignon
78294,Riesling
121035,Pinot Noir
25850,Riesling
22612,Champagne Blend
9079,Gamay
40927,Champagne Blend
124541,Gewürztraminer
22045,Nebbiolo
85298,Cabernet Franc
28835,Cabernet Sauvignon
52906,Pinot Noir
38636,Pinotage
70722,Malbec
78886,Chardonnay
59049,White Blend
25120,Rosé
105108,Chardonnay
82192,Chardonnay
36462,Malbec
123127,Albariño
125456,Merlot
57555,Riesling
107463,Gamay
1552,Portuguese Red
4516,Chardonnay
88847,Rhône-style Red Blend
42587,Pinot Grigio
12366,Rosé
33988,Zinfandel
23971,Pinot Noir
91302,Chardonnay
99702,Bordeaux-style Red Blend
13992,Pinot Noir
18931,Nero d'Avola
127963,Red Blend
31153,Sangiovese Grosso
33866,Merlot
80156,Tempranillo
115886,Pinot Noir
78099,Champagne Blend
114971,Cabernet Sauvignon
90466,Malbec
40648,Syrah
30093,Bordeaux-style Red Blend
43265,Gamay
28237,Grenache
13891,Sauvignon Blanc
30696,Tempranillo
36752,Malbec
55615,Pinot Noir
24924,Pinot Grigio
110213,Barbera
120442,Pinot Noir
446,Cabernet Sauvignon
7488,Gewürztraminer
77685,Riesling
20803,Pinot Grigio
127752,Cabernet Sauvignon
95608,Tempranillo
102600,Malbec
6932,Portuguese Red
91378,Cabernet Franc
46436,Albariño
62507,Pinot Noir
103353,Tempranillo
39692,Chardonnay
33905,Red Blend
17293,Cabernet Sauvignon
127840,Tempranillo
100678,Pinot Gris
100038,Riesling
8989,Cabernet Franc
71248,Pinot Noir
73177,Portuguese Red
92088,Cabernet Sauvignon
104729,Sparkling Blend
102569,Nero d'Avola
71221,Meritage
25652,Rosé
61130,Pinot Noir
16345,Sangiovese
7700,Cabernet Sauvignon
24802,Bordeaux-style Red Blend
87787,Malbec
91605,Chardonnay
20537,Rosé
72200,Pinot Noir
67179,Barbera
124934,White Blend
3441,Syrah
19979,Petit Verdot
53683,Cabernet Sauvignon
60,Cabernet Sauvignon
62798,Cabernet Franc
65296,Pinot Noir
58633,Pinot Noir
81279,Sangiovese Grosso
60713,Nebbiolo
52872,Cabernet Sauvignon
87731,Pinot Noir
78989,Cabernet Sauvignon
110738,Red Blend
119253,Shiraz
101771,Nebbiolo
82700,Verdejo
123786,Cabernet Sauvignon
96514,Sangiovese
19517,Muscat
102639,Riesling
48801,Nebbiolo
118648,Sauvignon Blanc
96164,Pinot Noir
90139,Cabernet Sauvignon
36740,Red Blend
6171,Rosé
6783,Pinot Noir
37664,Portuguese Red
579,Rosé
93099,Chardonnay
37720,Merlot
117758,Red Blend
39129,Champagne Blend
78957,Rhône-style Red Blend
111290,Chardonnay
63322,Pinot Noir
55173,Syrah
62567,Sparkling Blend
84204,Bordeaux-style Red Blend
73634,Pinot Noir
106048,Portuguese Red
63142,Pinot Noir
75122,Red Blend
6818,Red Blend
24457,Pinot Noir
74188,Sauvignon Blanc
86725,Red Blend
52857,Chardonnay
119481,Malbec
65259,White Blend
62474,Pinot Noir
44395,Petite Sirah
1543,Sauvignon Blanc
34403,Sangiovese
81775,Shiraz
29872,Pinot Noir
37719,Rosé
109297,Red Blend
46404,Zinfandel
108228,Malbec
84439,Sauvignon Blanc
108500,Chardonnay
38194,Chardonnay
63948,Zinfandel
85168,Nebbiolo
14145,Riesling
103185,Cabernet Sauvignon
37132,Pinot Noir
95576,Pinot Noir
34281,Bordeaux-style Red Blend
91331,Sangiovese
57475,Sparkling Blend
22307,Tempranillo Blend
5167,Chardonnay
113715,White Blend
27565,Sangiovese
62145,Malbec
12065,Merlot
35407,Red Blend
122639,Pinot Noir
108793,Zinfandel
105024,Cabernet Sauvignon
54107,Chardonnay
40655,Syrah
5998,Dolcetto
109321,Sauvignon Blanc
126734,Roussanne
68837,Syrah
37974,Cabernet Sauvignon
38246,Rosé
1472,Cabernet Sauvignon
76159,Portuguese White
4792,Sauvignon Blanc
5048,Cabernet Franc
73371,Red Blend
69733,Riesling
21323,Sauvignon Blanc
76979,Syrah
97417,Pinot Noir
81461,Sauvignon Blanc
115202,Red Blend
36482,Rosé
23130,Bordeaux-style Red Blend
10286,Sangiovese
18642,Chardonnay
70305,Chardonnay
90729,Red Blend
48964,Sangiovese
52388,Chardonnay
127452,Nebbiolo
100146,Tempranillo Blend
108061,Carmenère
57787,Pinot Noir
71979,Bordeaux-style Red Blend
87712,Bordeaux-style Red Blend
7092,Champagne Blend
93276,Sauvignon Blanc
51021,Pinot Noir
32059,Rosé
67103,Pinot Noir
55811,Riesling
12245,Rosé
81322,Cabernet Sauvignon
118808,Nebbiolo
77087,Red Blend
120229,Merlot
104650,Sauvignon Blanc
91203,Cabernet Sauvignon
13219,Chardonnay
52811,Cabernet Sauvignon
8004,Portuguese White
66950,Merlot
105404,Riesling
17202,Cabernet Sauvignon
121244,Cabernet Sauvignon
123411,Pinot Noir
101793,Rosé
122069,Nebbiolo
26526,Riesling
98391,Champagne Blend
35400,Bordeaux-style Red Blend
57363,Gewürztraminer
34743,Portuguese Red
22622,Rhône-style Red Blend
87690,Champagne Blend
120236,Pinot Noir
64722,Viognier
129679,Zinfandel
22997,Pinot Noir
29308,Sauvignon Blanc
126137,White Blend
61441,Touriga Nacional
126387,Pinot Noir
38487,Zinfandel
14333,Sangiovese
54421,Melon
113961,Pinot Noir
113564,Pinot Noir
54592,Rosé
75357,Shiraz
65421,Tempranillo
69734,Pinot Noir
111006,Zinfandel
68631,Gamay
79563,Red Blend
65693,Chardonnay
21629,Pinot Noir
50450,Pinot Bianco
18356,Carmenère
44163,Pinot Noir
32139,Pinot Noir
31678,Chardonnay
25984,Red Blend
24371,Glera
30014,Cabernet Sauvignon
121965,Malbec
55953,Pinot Nero
87529,Rosé
69724,Nebbiolo
81560,Cabernet Sauvignon
85102,Syrah
28478,Portuguese Red
43731,White Blend
104327,Syrah
90818,Nebbiolo
3277,Red Blend
114748,Cabernet Sauvignon
125172,Zinfandel
128498,Portuguese Red
116027,Chardonnay
71578,Sauvignon Blanc
28395,Red Blend
90339,Cabernet Sauvignon
12460,Mourvèdre
18171,Bordeaux-style Red Blend
94970,Chardonnay
122312,Chardonnay
4480,Red Blend
12754,Red Blend
19748,Zinfandel
125669,White Blend
14605,Chardonnay
55125,Pinot Gris
77839,Pinot Noir
98730,Cabernet Franc
103805,Merlot
80046,Pinot Noir
53474,Fiano
112290,Merlot
114249,Zinfandel
74660,Chardonnay
4826,Syrah
89919,Gamay
15384,Tempranillo Blend
8380,Pinot Noir
125854,Pinot Noir
74164,Cabernet Franc
89997,Cabernet Sauvignon
30551,Dolcetto
101635,Sangiovese
44936,Syrah
77917,Nebbiolo
120471,Tempranillo
84350,Garnacha
46622,Merlot
103123,Riesling
71046,Merlot
119329,Chardonnay
58777,Barbera
4571,Chardonnay
89558,Sparkling Blend
22237,Merlot
114328,Riesling
62361,Monastrell
100532,Sparkling Blend
14839,Gamay
24214,Sauvignon Blanc
126784,Port
60916,Chardonnay
6067,Sangiovese
69582,Gewürztraminer
8075,Bordeaux-style Red Blend
12474,Red Blend
48402,Chardonnay
79124,Chardonnay
102137,Tempranillo Blend
70043,Pinot Noir
69786,Cabernet Sauvignon
119055,Bordeaux-style Red Blend
449,Chardonnay
17178,Red Blend
55267,Malbec
107921,Portuguese Red
8442,Chardonnay
115794,Red Blend
15118,Zinfandel
35631,Rosé
102747,Malbec
105199,Champagne Blend
16272,Zinfandel
59568,Riesling
6994,Nebbiolo
79314,Rosé
129082,Red Blend
98327,Primitivo
83526,Sangiovese
37322,Red Blend
5900,Cabernet Sauvignon
99908,Chardonnay
4476,Viognier
7811,Cabernet Sauvignon
120652,Garnacha
2567,Cabernet Sauvignon
15638,Red Blend
32483,Pinot Noir
122741,Syrah
75194,Nebbiolo
56939,Nebbiolo
24926,Syrah
81555,Melon
127289,Cabernet Sauvignon
15738,Portuguese Red
102761,Cabernet Sauvignon
60544,Red Blend
15732,Pinot Noir
59777,Sauvignon Blanc
34758,Garnacha
123483,Chardonnay
40525,Cabernet Sauvignon
105654,Syrah
22507,Pinot Noir
18037,Syrah
107726,Pinot Gris
5640,Tempranillo
14863,Pinot Noir
98000,Red Blend
102725,Sauvignon Blanc
72241,Nebbiolo
115617,Pinot Noir
62340,Chardonnay
11633,Rosé
110110,Tinta de Toro
88996,Sauvignon Blanc
63739,Bordeaux-style Red Blend
119810,Cabernet Franc
126476,Cabernet Franc
115423,Pinot Noir
110441,Syrah
116450,Chardonnay
110669,Bordeaux-style Red Blend
63514,Tempranillo
85519,Sangiovese
24699,Portuguese Red
126947,Riesling
97374,Viognier
115719,Syrah
15253,Pinot Noir
80601,Nebbiolo
97520,Portuguese Red
90607,Rhône-style Red Blend
95578,Red Blend
80229,Red Blend
98690,Sauvignon Blanc
125852,Red Blend
53958,Gewürztraminer
22546,Gewürztraminer
5711,Grenache
72504,Turbiana
57955,Merlot
13942,Torrontés
86328,Chardonnay
95290,Portuguese Red
605,Red Blend
12656,Pinot Noir
86730,Sangiovese
28121,Riesling
25975,Pinot Noir
54853,Bordeaux-style Red Blend
66121,Red Blend
26671,Pinot Noir
47800,Bordeaux-style Red Blend
40232,Merlot
24083,Chardonnay
676,Chardonnay
10256,Grüner Veltliner
27933,Touriga Nacional
56069,Syrah
70773,Riesling
30637,Garganega
55823,Pinot Noir
82395,Sauvignon Blanc
30531,Pinot Noir
41487,Zinfandel
32885,Grüner Veltliner
39515,Sparkling Blend
70022,White Blend
18870,Bordeaux-style Red Blend
116679,Gamay
3248,Sangiovese
107258,Tempranillo
100625,Chardonnay
83927,Bordeaux-style White Blend
80500,Sauvignon Blanc
127662,Cabernet Sauvignon
2776,Chardonnay
1707,Chardonnay
11360,Pinot Grigio
128581,Pinot Noir
122971,Shiraz
62056,Sauvignon Blanc
66111,Red Blend
69811,Garganega
27283,Rosé
41384,Gamay
68269,Pinot Noir
102083,Sangiovese
103777,White Blend
15506,Chardonnay
62156,Cabernet Franc
11349,Cabernet Franc
52481,Sangiovese Grosso
45278,Roussanne
82968,Pinot Noir
39256,Pinot Noir
79145,Sauvignon Blanc
41507,Sauvignon Blanc
123420,Chardonnay
58774,Sangiovese
